@relation 'df_distancia-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.Remove-R3-5,9-10,13-19,21-24,28-40,42-43,46-53,55,57-59,61-62,65-67,69-73,76'

@attribute customer_state {SP,RJ}
@attribute total_payment_value numeric
@attribute total_freight numeric
@attribute total_weight_g numeric
@attribute total_volume_cm3 numeric
@attribute principal_category_by_price {utilidades_domesticas,cama_mesa_banho,brinquedos,beleza_saude,relogios_presentes,moveis_decoracao,informatica_acessorios,esporte_lazer}
@attribute principal_seller_state_by_price {SP,PR,MG,RJ}
@attribute purchase_year numeric
@attribute facturacion_promedio_t1 numeric
@attribute facturacion_mediana_t1 numeric
@attribute facturacion_std_t1 numeric
@attribute facturacion_total_7d_avg numeric
@attribute dias_entrega_promedio_7d_avg numeric
@attribute dias_entrega_promedio_t2 numeric
@attribute dias_entrega_promedio_prev_month numeric
@attribute es_post_domingo_festivo numeric
@attribute es_diciembre numeric
@attribute es_fin_de_semana_extendido numeric
@attribute distancia_km numeric
@attribute distancia_total_t1 numeric
@attribute distancia_total_prev_month numeric
@attribute delivery_days numeric

@data
SP,218.55,18.65,1000,12600,informatica_acessorios,PR,2017,164.781387,105.74,235.977393,18762.645714,9.579777,10.924658,12.847377,0,0,0,524.425104,7380.946242,250979.635758,6
SP,316.01,29.45,4300,40580,moveis_decoracao,SP,2017,175.013091,101.48,253.855095,25481.274286,10.944267,13,11.886244,0,0,0,303.388305,13964.010971,291643.578332,9
RJ,233.83,40.93,10450,62371,utilidades_domesticas,MG,2018,136.178317,103.33,146.81287,22731.89,16.08246,14.560472,15.685915,0,0,1,358.243743,25166.232402,352932.881383,6
SP,81.98,11.99,850,2560,cama_mesa_banho,SP,2018,134.780767,104.59,121.482496,22043.92,15.955734,0,15.685915,0,0,0,302.920343,28866.393802,352932.881383,12
RJ,170.53,21.53,584,2288,relogios_presentes,SP,2017,171.685393,104.965,208.343832,34017.224286,10.359448,9.852843,11.723562,0,1,1,516.846292,14738.586446,343849.808439,19
RJ,160.89,15.89,200,1056,relogios_presentes,SP,2018,201.685385,116.9,373.452604,28285.7,15.80946,15.742604,13.721701,0,0,0,371.725844,23080.987909,483615.821486,7
SP,56.16,26.16,4300,2560,esporte_lazer,SP,2018,155.520103,106.6,187.332222,30710.462857,15.227887,11.519802,13.715038,0,0,1,11.860594,10813.03843,458277.70975,4
SP,111.09,12.19,300,1428,beleza_saude,SP,2017,164.9196,103.63,237.867863,21948.741429,12.04197,10.153846,13.725249,0,0,0,58.079742,19243.532105,117624.976813,2
SP,173.13,14.13,1500,30576,cama_mesa_banho,SP,2017,145.850125,114.33,124.430828,37012.966667,16.436185,17.289398,11.723562,0,1,1,296.938494,15771.937739,343849.808439,12
SP,169.08,13.53,4338,2856,relogios_presentes,SP,2018,129.072222,101.905,127.159016,32818.134286,14.44109,14.62069,14.586934,1,0,0,233.629283,7789.75102,422407.097607,8
SP,148.62,8.72,250,11340,brinquedos,SP,2018,159.301354,107.505,181.305805,47950.408571,7.718337,8.002833,9.806023,0,0,1,13.302189,21613.825926,427136.256107,3
SP,154.74,25.74,9950,58621,utilidades_domesticas,MG,2018,155.520103,106.6,187.332222,30710.462857,15.227887,11.519802,13.715038,0,0,1,237.255668,10813.03843,458277.70975,9
RJ,92.06,23.06,1500,33930,brinquedos,SP,2018,165.564021,116.94,164.101484,37033.297143,16.412083,16.3297,14.949342,0,0,0,364.597499,17541.699848,393740.533187,12
SP,137.9,18,1500,4692,cama_mesa_banho,SP,2017,179.699615,123.555,186.008082,26497.61,11.380656,10.80203,11.886244,0,0,1,115.116376,12683.026217,291643.578332,6
RJ,175.77,15.87,584,2288,relogios_presentes,SP,2017,149.579891,99.78,169.356604,19249.514286,10.564151,11.666667,10.36886,0,0,0,521.311732,12025.603552,256548.885209,12
SP,262.24,13.24,600,8000,esporte_lazer,SP,2018,147.682921,107.24,146.199199,33819.387143,12.980247,13.62069,15.685915,0,0,0,244.016911,25517.58054,352932.881383,22
SP,97.72,12.72,167,2640,informatica_acessorios,PR,2018,166.735901,111.215,173.923998,37208.562857,14.630938,14.309677,15.685915,0,0,0,551.577897,15678.107973,352932.881383,12
SP,62.59,12.69,1300,7680,moveis_decoracao,SP,2017,102.020652,78.45,72.603704,22224.708571,10.849535,10,11.886244,0,0,1,351.098996,4648.054362,291643.578332,8
SP,129.37,13.47,459,3276,relogios_presentes,SP,2018,165.430319,118.74,185.144258,37786.594286,8.86101,14,9.806023,0,0,0,269.496658,27386.428971,427136.256107,6
SP,634.83,15.83,425,3952,relogios_presentes,SP,2017,154.924854,99.725,189.887078,39168.767143,11.443648,10.264706,11.723562,0,1,0,343.850215,31588.129177,343849.808439,17
SP,72.45,12.55,1650,45000,esporte_lazer,PR,2017,115.233873,85.14,85.48202,20211.788333,10.06759,10.210526,10.36886,0,0,0,667.278663,13218.557754,256548.885209,8
SP,69.33,11.43,1750,20000,cama_mesa_banho,SP,2018,442.305714,122.92,832.617889,46012.425714,8.950165,8.163462,9.806023,1,0,0,61.364811,9787.780409,427136.256107,2
SP,131.64,26.64,2550,30000,moveis_decoracao,SP,2018,141.652491,102.28,137.813934,33514.647143,15.32623,14.967742,14.586934,0,0,0,37.344844,23264.385606,422407.097607,2
SP,307.27,9.27,4450,10672,utilidades_domesticas,SP,2018,168.3265,150.735,115.446445,40900.99,14.685832,13.669291,16.552935,1,0,0,150.832568,10557.017172,475528.215386,1
SP,133.08,13.18,775,10098,moveis_decoracao,SP,2017,144.977412,91.46,133.716685,20782.197143,13.536621,12.445122,13.725249,0,0,1,297.675147,6392.532451,117624.976813,12
SP,145.73,16.66,400,3000,beleza_saude,MG,2018,164.725265,103.195,236.312968,38065.002857,13.552517,12.431227,13.715038,0,0,1,342.13208,17264.67412,458277.70975,4
SP,152.38,12.48,225,1232,relogios_presentes,SP,2017,159.228178,101.73,187.150206,22945.935714,11.884506,12.004444,13.725249,0,0,0,268.360193,12907.662232,117624.976813,9
SP,28.19,8.29,325,3024,utilidades_domesticas,SP,2018,135.133392,95.99,133.634633,32021.13,14.514706,14.663043,14.586934,0,0,0,52.327546,15289.015138,422407.097607,11
RJ,164.63,44.64,6550,8000,informatica_acessorios,MG,2018,165.430319,118.74,185.144258,37786.594286,8.86101,14,9.806023,0,0,0,349.68736,27386.428971,427136.256107,6
SP,135.59,15.59,150,3000,esporte_lazer,RJ,2017,173.482805,101.41,325.26674,19580.775714,13.620073,12.964467,13.725249,0,0,0,549.011724,11529.37969,117624.976813,12
SP,16.96,10.96,300,3840,utilidades_domesticas,SP,2017,165.19675,112.735,162.316347,12135.401667,11.262013,10.623188,7.389867,0,0,1,391.131517,10154.845272,26973.463786,11
SP,165.56,15.56,500,5632,beleza_saude,SP,2018,148.941639,101.25,147.380533,34321.814286,13.433079,14.378049,13.715038,0,0,0,20.927775,17775.371164,458277.70975,6
SP,216.62,106.63,30000,270000,esporte_lazer,PR,2017,170.139937,115.45,192.966966,35972.163333,15.915555,0,11.723562,0,1,0,483.247085,21508.641652,343849.808439,7
RJ,104.87,15.38,207,2926,informatica_acessorios,SP,2018,175.2825,148.255,177.56367,37952.227143,13.114918,13.561224,13.715038,1,0,0,280.101835,12101.234914,458277.70975,18
RJ,37.53,7.63,120,12000,esporte_lazer,RJ,2018,157.501765,105.94,207.759447,44006.947143,7.686666,6.666667,9.806023,0,0,0,9.229168,33188.811862,427136.256107,8
SP,177.83,17.93,4083,44800,cama_mesa_banho,SP,2018,154.851445,113.05,178.839639,47455.257143,11.913726,10.784,16.552935,0,0,0,28.692229,22961.161362,475528.215386,5
SP,76.57,16.67,1400,4590,beleza_saude,RJ,2017,126.495,107.48,94.892205,30153.948571,10.910082,10.026087,11.846389,1,0,0,312.21798,8146.368744,345715.109856,7
RJ,67.22,15.11,433,6300,cama_mesa_banho,SP,2017,177.796267,106.16,277.977632,23304.957143,11.806908,13,11.846389,0,0,0,569.356977,16648.603912,345715.109856,16
RJ,70.27,15.27,250,352,relogios_presentes,SP,2018,160.886411,96.225,188.980103,42481.727143,16.553122,17.215094,14.949342,0,0,1,394.60595,22684.988243,393740.533187,5
SP,186.92,17.92,6900,20900,moveis_decoracao,SP,2017,137.350864,102.03,142.883837,19853.525714,11.049738,10.53405,11.140125,0,0,1,33.464597,13017.417729,205372.622305,10
SP,36.78,7.78,200,352,relogios_presentes,SP,2017,176.670308,98.32,261.153996,21242.365714,12.645841,11.412017,11.02144,0,0,0,14.224301,11059.024228,305993.249671,1
SP,31.85,11.85,400,18600,brinquedos,SP,2017,181.501739,105.935,266.331441,24559.224286,13.039689,12.307692,11.02144,0,0,0,45.394966,21520.922213,305993.249671,5
SP,184.83,14.53,250,3840,esporte_lazer,PR,2018,153.792709,112.67,133.966777,33020.081429,9.607138,15.5,11.552505,0,0,0,544.794574,18474.323683,489980.283895,5
SP,137.8,18,640,4320,beleza_saude,PR,2017,0,0,0,0,0,0,0,1,0,0,320.74306,3047.507914,0,9
SP,49.36,15.56,600,9600,cama_mesa_banho,SP,2017,167.910226,101.74,201.404231,26511.02,12.189911,10.985646,11.02144,0,0,1,15.853787,11059.900991,305993.249671,4
RJ,120.39,15.49,1750,50000,cama_mesa_banho,SP,2017,172.227692,118.93,141.252648,26261.043333,11.595447,10.063218,11.846389,0,0,1,304.992228,1917.764427,345715.109856,11
SP,111.35,13.35,314,2772,relogios_presentes,SP,2018,159.804674,114.61,160.473001,42354.661429,8.772883,7.612536,9.806023,0,0,1,161.542384,7028.108538,427136.256107,5
SP,42.4,13.71,500,32448,brinquedos,SP,2018,167.618105,111.02,201.841376,33179.325714,14.59621,14.136531,14.586934,0,0,1,188.955616,4883.302408,422407.097607,10
SP,57.8,11.85,350,3800,cama_mesa_banho,SP,2017,149.579891,99.78,169.356604,19249.514286,10.564151,11.666667,10.36886,0,0,0,316.61152,12025.603552,256548.885209,16
RJ,117.38,22.38,160,2926,informatica_acessorios,PR,2018,154.011724,106,154.858919,44909.605714,15.956102,14.991304,14.949342,1,0,0,889.232758,5666.869626,393740.533187,21
SP,369.6,19.7,900,11400,beleza_saude,PR,2017,142.739389,91.35,157.946178,21981.448333,12.278808,12.564593,11.846389,0,0,0,337.240438,16245.501187,345715.109856,13
SP,67.27,8.27,150,4368,beleza_saude,SP,2017,155.371781,95.495,227.391793,19401.41,9.685892,10.207317,12.847377,0,0,0,70.056574,8604.565288,250979.635758,9
SP,712.05,12.15,400,1936,relogios_presentes,SP,2018,163.042695,110.13,180.386868,31840.09,17.598821,13.781065,13.715038,0,0,1,107.847415,793.598104,458277.70975,3
SP,102.96,12.97,250,3960,beleza_saude,SP,2017,137.94697,96.84,147.367678,39429.965714,12.59336,13.017301,11.723562,0,1,1,251.72773,19413.902363,343849.808439,10
SP,96.8,11.8,2700,27000,utilidades_domesticas,SP,2018,148.941639,101.25,147.380533,34321.814286,13.433079,14.378049,13.715038,0,0,0,94.843829,17775.371164,458277.70975,9
RJ,241.23,16.33,900,6840,esporte_lazer,SP,2017,139.237191,105.28,138.987959,14577.862857,12.105301,24,12.847377,0,0,0,382.245123,5712.000943,250979.635758,14
SP,102.66,12.76,207,2926,informatica_acessorios,PR,2018,136.809776,104.06,120.459687,36824.557143,12.957319,13.617555,15.685915,0,0,0,565.734093,16562.401382,352932.881383,13
SP,210.99,16.99,2500,49248,esporte_lazer,SP,2018,130.91069,117.75,90.170709,35017.491429,12.81893,12.327434,15.685915,1,0,0,369.250942,9135.602156,352932.881383,8
SP,242.68,15.68,1600,40000,esporte_lazer,SP,2018,126.860385,95.29,90.348093,33789.817143,15.268982,15.010526,14.586934,1,0,0,487.56198,6929.333652,422407.097607,21
SP,34.78,12.79,600,2464,cama_mesa_banho,SP,2018,170.594724,118.085,211.638477,36741.14,15.077519,14.764706,14.586934,0,0,1,294.163694,14040.213508,422407.097607,9
SP,102.03,12.13,1383,20000,cama_mesa_banho,SP,2017,166.872439,124.52,142.644563,20911.592857,13.335999,11.477987,13.725249,0,0,1,193.781291,1610.852859,117624.976813,7
SP,69.9,0,2600,15000,moveis_decoracao,SP,2018,156.299831,109.38,187.703964,47349.655714,10.564134,10.473318,16.552935,0,0,0,78.898348,23628.356041,475528.215386,4
SP,102.4,8.4,200,2016,esporte_lazer,SP,2018,136.809776,104.06,120.459687,36824.557143,12.957319,13.617555,15.685915,0,0,0,2.191536,16562.401382,352932.881383,1
SP,51.23,16.11,800,12000,brinquedos,SP,2017,139.635947,100.72,128.735174,22069.501667,10.095356,0,10.36886,0,0,0,424.540306,16882.922127,256548.885209,6
SP,148.89,58.9,7750,36608,esporte_lazer,RJ,2017,119.743333,122.735,63.239887,19542.785,11.336531,11.095238,11.02144,1,0,1,277.527589,3284.103999,305993.249671,6
SP,57.65,13.65,450,5280,utilidades_domesticas,PR,2018,152.028,85.58,137.512752,17498.914286,9.541093,15.285714,11.552505,0,0,0,433.8829,984.641825,489980.283895,7
SP,287,47.2,7000,29624,moveis_decoracao,MG,2018,162.896181,112.835,211.741374,43688.142857,13.68068,10.35,13.721701,0,0,0,497.688362,20885.474722,483615.821486,9
SP,40.97,8.97,575,3456,utilidades_domesticas,SP,2018,176.900658,119.26,255.117771,47839.962857,8.721561,9.6743,9.806023,0,0,0,34.12674,20002.139055,427136.256107,2
RJ,36.94,16.94,1250,9216,utilidades_domesticas,RJ,2018,151.823333,108.85,154.937014,42468.724286,11.273584,7.962733,9.806023,0,0,0,15.681315,19799.925422,427136.256107,5
SP,102.98,13.98,1550,8960,cama_mesa_banho,SP,2018,158.87925,96.3,233.820394,36358.02,11.197563,10.570175,16.552935,0,0,1,514.278356,4537.639416,475528.215386,17
SP,45.43,12.53,2229,13440,beleza_saude,SP,2018,157.501765,105.94,207.759447,44006.947143,7.686666,6.666667,9.806023,0,0,0,54.198862,33188.811862,427136.256107,10
RJ,376.85,28.85,250,3840,esporte_lazer,RJ,2018,161.5075,176.31,34.12653,42706.118571,11.312918,7.980952,11.552505,1,0,0,231.821723,9966.562652,489980.283895,3
SP,50.72,21.92,500,9600,cama_mesa_banho,SP,2017,109.830722,83.89,104.716655,8709.06,12.108501,11,9.861342,0,0,1,302.303141,4157.596628,100740.261894,10
SP,182.6,14.92,700,4224,esporte_lazer,RJ,2018,135.589615,112.23,112.496734,22358.825714,19.958873,20.159574,13.715038,1,0,0,359.967951,2410.21133,458277.70975,12
RJ,189.37,40.37,6550,8000,informatica_acessorios,MG,2018,136.809776,104.06,120.459687,36824.557143,12.957319,13.617555,15.685915,0,0,0,333.464203,16562.401382,352932.881383,13
SP,29.71,8.72,363,704,beleza_saude,SP,2018,136.809776,104.06,120.459687,36824.557143,12.957319,13.617555,15.685915,0,0,0,24.429936,16562.401382,352932.881383,5
RJ,180.45,70.5,2625,30240,beleza_saude,SP,2017,75.506,77.65,36.338078,16028.504286,10.628528,11.44,11.140125,1,0,0,355.661871,3074.972806,205372.622305,6
SP,36.78,7.78,200,352,relogios_presentes,SP,2017,171.001906,105.33,239.716305,38678.341429,10.413725,11.026756,11.723562,0,1,1,97.032014,16866.037058,343849.808439,4
SP,37.61,7.71,250,1200,beleza_saude,SP,2018,187.10192,117.79,258.923166,48305.822857,12.079549,11.576037,16.552935,0,0,0,187.177378,30623.818403,475528.215386,5
RJ,198.12,19.13,292,1632,relogios_presentes,SP,2018,158.048392,101.285,225.238052,35918.457143,17.651711,15.890909,16.552935,0,0,0,504.474082,19321.393908,475528.215386,13
SP,27.38,7.39,150,8000,brinquedos,SP,2018,135.133392,95.99,133.634633,32021.13,14.514706,14.663043,14.586934,0,0,0,17.293761,15289.015138,422407.097607,4
SP,82.9,23,1150,7942,utilidades_domesticas,PR,2018,173.101411,103.455,287.29372,34277.101429,14.435286,13.444444,14.586934,0,0,0,778.649255,24079.96436,422407.097607,10
RJ,292.63,22.73,3050,13640,esporte_lazer,SP,2018,165.984118,106.25,181.951401,36270.518571,14.704864,14.776786,15.685915,1,0,0,345.135904,9663.133325,352932.881383,12
SP,150.72,14.72,500,4320,beleza_saude,SP,2017,142.620923,85.6,176.854994,10807.301429,11.553404,11.628099,9.861342,0,0,0,173.780205,5257.303653,100740.261894,7
SP,31.79,12.79,300,5712,informatica_acessorios,SP,2018,161.304949,101.495,217.304079,47105.684286,8.663476,8.262987,9.806023,0,0,1,514.06982,29600.962713,427136.256107,6
SP,76.95,11.95,491,3648,esporte_lazer,SP,2017,197.735714,105.87,291.102062,28566.915714,11.964622,11.409836,11.886244,1,0,0,253.147634,7050.706629,291643.578332,3
SP,113,27.2,6708,23750,esporte_lazer,SP,2018,176.900658,119.26,255.117771,47839.962857,8.721561,9.6743,9.806023,0,0,0,34.675372,20002.139055,427136.256107,1
SP,57.11,8.11,250,7436,beleza_saude,SP,2017,126.054516,94.75,104.646368,39187.948571,12.972208,13.765152,11.723562,0,1,1,127.312436,4499.905426,343849.808439,2
SP,75.98,11.88,550,8160,esporte_lazer,SP,2017,158.842131,99.2,183.479431,34978.944286,10.230087,9.580645,11.723562,1,1,0,298.23335,7341.157161,343849.808439,14
SP,153.9,14,1380,25992,brinquedos,SP,2017,171.505848,103.55,227.375053,23466.845714,11.56317,11.594737,13.725249,0,0,1,403.569767,7768.907064,117624.976813,5
SP,87.76,12.86,800,14440,cama_mesa_banho,SP,2017,157.22237,112.71,173.857127,24537.27,11.931114,0,11.846389,0,0,0,125.355746,14434.573797,345715.109856,1
SP,78.76,9.27,400,3640,esporte_lazer,SP,2017,150.581675,102.03,155.144531,22130.446667,10.298292,10.329268,10.36886,0,0,1,59.653765,12320.772954,256548.885209,3
RJ,115.35,15.45,1050,21000,cama_mesa_banho,SP,2017,139.116222,97.78,154.974206,17832.332857,9.471597,9.729927,12.847377,0,0,1,552.827483,6453.512323,250979.635758,10
RJ,43.63,18.23,150,8448,beleza_saude,SP,2018,163.708112,114.53,173.090469,41758.151429,16.571688,22.727273,14.949342,0,0,0,611.9726,21853.408932,393740.533187,8
SP,237.07,17.17,2600,13984,cama_mesa_banho,SP,2017,77.191538,75.63,46.231234,21003.795714,12.21512,13.02439,13.725249,1,0,0,191.573835,10102.384569,117624.976813,6
RJ,47.83,22.93,1050,5500,moveis_decoracao,SP,2018,154.011724,106,154.858919,44909.605714,15.956102,14.991304,14.949342,1,0,0,591.960107,5666.869626,393740.533187,10
SP,50.19,15.1,600,12348,brinquedos,RJ,2017,126.495,107.48,94.892205,30153.948571,10.910082,10.026087,11.846389,1,0,0,828.299694,8146.368744,345715.109856,8
SP,51.6,9.6,1150,6318,moveis_decoracao,SP,2018,172.144846,111.69,240.551626,42780.045714,11.351724,10.265861,13.721701,0,0,1,48.668863,20272.484154,483615.821486,11
RJ,188.34,18.44,1167,20160,brinquedos,SP,2017,158.842131,99.2,183.479431,34978.944286,10.230087,9.580645,11.723562,1,1,0,521.447147,7341.157161,343849.808439,14
SP,721.63,21.64,1953,30668,brinquedos,RJ,2017,165.918,103.79,196.77641,10283.963333,13.174587,11.75,9.861342,0,0,0,206.063696,6753.237073,100740.261894,9
SP,133.85,13.86,887,13200,brinquedos,SP,2017,156.845627,111.02,176.782744,40650.198571,14.660276,15.557632,11.723562,0,1,1,91.621607,13579.811047,343849.808439,12
RJ,54.98,27.08,5275,28000,beleza_saude,SP,2018,153.10701,112.68,216.395169,20696.755714,15.781635,13.465517,16.552935,0,0,0,1230.106817,4809.754168,475528.215386,14
SP,282.6,102.7,11200,64000,brinquedos,PR,2017,176.786599,99.43,261.594421,23716.25,11.474839,11.901709,11.886244,0,0,0,402.48243,12279.887922,291643.578332,9
SP,111.43,13.03,600,5120,utilidades_domesticas,SP,2017,139.513134,103.245,124.975662,15032.3,10.737843,12.48366,11.140125,0,0,0,287.894984,6654.104232,205372.622305,6
SP,108.72,18.73,450,2717,beleza_saude,MG,2018,156.528327,114.52,154.057749,38381.315714,12.888317,12.046595,13.721701,0,0,0,524.455543,15560.116431,483615.821486,7
SP,603.52,23.25,1100,5600,informatica_acessorios,MG,2018,132.923375,107.525,124.636019,29337.781429,7.877259,8.898396,11.552505,0,0,0,435.724336,22352.05156,489980.283895,4
SP,203.52,8.62,363,3042,relogios_presentes,SP,2018,324.7725,131.8,533.231757,32102.127143,9.449076,6.779221,11.552505,1,0,0,77.903642,5310.948048,489980.283895,5
SP,52.43,13.43,1000,7000,cama_mesa_banho,SP,2018,171.369709,114.52,230.214904,46819.687143,15.316144,16.506849,14.949342,0,0,0,378.399997,24430.918616,393740.533187,7
RJ,162.11,26.21,1202,8688,esporte_lazer,RJ,2018,158.048392,101.285,225.238052,35918.457143,17.651711,15.890909,16.552935,0,0,0,699.715092,19321.393908,475528.215386,2
SP,45.31,22.96,1400,3990,utilidades_domesticas,MG,2018,167.785977,107.41,222.821303,48038.885714,7.617971,8.484932,9.806023,0,0,1,387.439459,29339.656219,427136.256107,9
SP,132.44,12.54,1600,4692,cama_mesa_banho,SP,2017,156.845627,111.02,176.782744,40650.198571,14.660276,15.557632,11.723562,0,1,1,92.502341,13579.811047,343849.808439,4
SP,57.8,11.85,350,3800,cama_mesa_banho,SP,2017,185.261567,113.925,247.341775,17692.955714,9.776079,10.427673,11.140125,0,0,0,126.123084,11053.529575,205372.622305,11
SP,204.46,24.26,1700,47250,cama_mesa_banho,SP,2017,0,0,0,0,0,0,0,1,0,0,303.214243,5980.905203,256548.885209,9
SP,59.69,12.69,3700,30625,moveis_decoracao,SP,2017,153.83,105.38,164.127995,19604.987143,11.178544,10.179487,12.847377,0,0,1,74.308381,7279.437043,250979.635758,16
SP,27.17,8.27,300,3564,informatica_acessorios,SP,2018,128.295172,111.89,80.499887,33695.547143,14.668914,14.31295,14.586934,0,0,1,24.648926,2222.797579,422407.097607,2
SP,51.14,11.15,10550,20475,brinquedos,SP,2018,177.759936,101.965,318.188102,43288.224286,16.61353,14.788043,14.949342,0,0,1,96.485874,16646.356044,393740.533187,4
RJ,222.64,88.64,1012,9152,esporte_lazer,PR,2018,123.496,82.665,96.343665,45807.75,14.311568,15.68932,13.721701,1,0,0,891.063203,9339.364683,483615.821486,6
SP,118.35,8.03,150,990,beleza_saude,SP,2018,177.537486,101.75,426.977285,38259.934286,7.540148,8.20625,11.552505,0,0,1,17.056002,23120.228824,489980.283895,5
SP,162.04,12.14,1700,7616,cama_mesa_banho,SP,2018,158.048392,101.285,225.238052,35918.457143,17.651711,15.890909,16.552935,0,0,0,134.344006,19321.393908,475528.215386,5
SP,277.12,9.13,350,2000,informatica_acessorios,SP,2017,130.235,90.805,139.271742,20425.891429,10.807086,10.697802,10.36886,0,0,1,23.117141,14918.88393,256548.885209,3
SP,91.16,16.16,2600,15000,moveis_decoracao,SP,2017,203.873264,118.045,283.886413,26608.711667,12.017234,11.283333,11.846389,0,0,1,133.850016,9369.262275,345715.109856,13
RJ,125.7,45.9,3900,12500,utilidades_domesticas,SP,2018,201.194078,128.2,293.978109,46350.867143,14.427591,14.036254,13.721701,0,0,1,391.373578,4544.140534,483615.821486,12
SP,87.51,27.61,7000,75250,moveis_decoracao,SP,2017,192.654412,117.895,300.08339,7307.478333,9.211735,10.076923,7.389867,0,0,0,101.801999,7092.618293,26973.463786,6
SP,87.64,17.74,1450,7854,utilidades_domesticas,RJ,2017,177.436204,97.71,325.801266,16057.161429,10.62766,11.008065,11.140125,0,0,1,431.376011,7098.049413,205372.622305,12
SP,235.13,15.14,4600,57000,cama_mesa_banho,SP,2017,161.769746,113.34,168.980649,26147.744286,11.401738,10.485714,11.886244,0,0,1,17.612707,19226.290171,291643.578332,10
RJ,87.64,17.74,950,7250,cama_mesa_banho,SP,2017,79.225,79.225,26.382154,20943.19,12.749307,9.029412,10.36886,1,0,0,603.313745,6998.501662,256548.885209,15
SP,1125,36,15600,41470,esporte_lazer,SP,2018,148.941639,101.25,147.380533,34321.814286,13.433079,14.378049,13.715038,0,0,0,11.745429,17775.371164,458277.70975,7
RJ,133.06,18.06,1300,13068,esporte_lazer,SP,2017,155.316068,108.14,145.517716,17822.861429,10.97352,11.097436,11.140125,0,0,0,651.259411,14266.764606,205372.622305,14
SP,48.54,13.64,3700,32384,utilidades_domesticas,SP,2018,156.509318,106.81,164.148328,21794.321429,17.263287,13,13.715038,0,0,0,83.700295,7527.595876,458277.70975,14
RJ,59.82,19.47,725,6727,cama_mesa_banho,SP,2018,147.350846,113.88,144.881984,33511.825714,9.741057,9.342342,11.552505,0,0,1,559.141676,16503.552653,489980.283895,9
SP,31,14.1,100,1104,moveis_decoracao,RJ,2017,158.842131,99.2,183.479431,34978.944286,10.230087,9.580645,11.723562,1,1,0,406.314396,7341.157161,343849.808439,14
SP,162.65,12.75,1200,5040,beleza_saude,SP,2017,130.3801,97.03,117.342947,37290.684286,10.264577,11.766667,11.723562,0,1,0,162.337365,15172.83474,343849.808439,4
SP,70.52,21.92,500,11264,utilidades_domesticas,SP,2017,165.19675,112.735,162.316347,12135.401667,11.262013,10.623188,7.389867,0,0,1,77.849805,10154.845272,26973.463786,18
SP,81.5,13.6,188,2112,informatica_acessorios,PR,2018,178.715612,119.54,213.451031,45414.22,16.076752,21.275862,14.949342,0,0,0,529.707888,18922.233675,393740.533187,10
SP,46.8,11.85,150,3564,informatica_acessorios,SP,2017,154.255893,101.8,196.326533,28541.915714,11.778019,15.714286,11.886244,0,0,0,276.563898,17584.707422,291643.578332,6
RJ,165.67,16.67,1700,26250,brinquedos,SP,2017,349.7,349.7,0,19152.062857,9.758299,10.592593,12.847377,1,0,0,558.170587,8787.211839,250979.635758,4
SP,284.65,15.65,1400,3402,esporte_lazer,SP,2017,146.715233,109.725,129.439023,10472.137143,8.714002,9.722772,7.389867,0,0,0,15.765625,6249.281098,26973.463786,6
SP,99.43,9.44,500,4180,brinquedos,SP,2018,175.2825,148.255,177.56367,37952.227143,13.114918,13.561224,13.715038,1,0,0,11.610351,12101.234914,458277.70975,3
RJ,118.98,21.98,2650,7936,utilidades_domesticas,SP,2018,165.251188,108.29,188.387181,36048.887143,9.495894,8.139535,11.552505,0,0,1,337.676507,3380.548803,489980.283895,10
SP,79.95,13.05,1230,5184,beleza_saude,SP,2017,259.1,177.44,190.633787,9333.472857,8.588518,5.7,7.389867,1,0,0,222.535692,3950.305883,26973.463786,6
SP,56.78,7.78,200,352,relogios_presentes,SP,2017,92.646667,80.52,42.498052,19107.818571,10.490189,9.785714,10.36886,1,0,0,74.406218,5209.893061,256548.885209,2
SP,215.8,16.15,450,5600,beleza_saude,RJ,2017,151.02404,104.875,179.633941,20038.504286,12.845585,13.364238,11.846389,0,0,0,476.765774,22912.816958,345715.109856,6
SP,97.62,12.72,321,3458,informatica_acessorios,PR,2018,182.13625,139.795,177.899632,29850.881429,13.875819,15.172043,13.715038,1,0,0,430.558931,5745.475222,458277.70975,13
RJ,121.76,12.76,300,352,relogios_presentes,RJ,2017,139.386022,105.465,134.702904,39186.131429,11.711788,12.902913,11.723562,0,1,0,156.48625,28913.130361,343849.808439,5
RJ,133.47,23.57,1650,3080,cama_mesa_banho,SP,2018,174.49672,112.65,234.242534,45927.521429,7.647275,8.280543,9.806023,0,0,0,460.439656,26034.034785,427136.256107,7
RJ,117.34,17.44,1300,13600,moveis_decoracao,SP,2017,125.904167,98.205,105.418155,1161.92,8.083896,7.4,51.5,0,0,1,496.001259,932.990437,0,12
SP,153.39,23.49,1550,16000,esporte_lazer,PR,2018,158.048392,101.285,225.238052,35918.457143,17.651711,15.890909,16.552935,0,0,0,718.683939,19321.393908,475528.215386,10
RJ,132.68,45.68,600,1056,relogios_presentes,SP,2018,149.366946,107.525,159.558268,39582.264286,14.742362,22.5,16.552935,0,0,0,374.832493,27903.143629,475528.215386,3
SP,31.77,7.78,100,4500,beleza_saude,SP,2017,178.518043,107.94,227.957735,26834.117143,11.926817,10.758824,11.02144,0,0,1,41.081676,1415.038738,305993.249671,4
